Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,FBI Code,X Coordinate,Community Area,Y Coordinate,Year,Latitude,Updated On,Longitude,Location
HV529457,8855736,10/22/2012 1:00,070XX S GREEN ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,733,7,6,08A,1171893,68,1858060,2012,41.76596853,10/25/2012 0:41,-87.64551053,"(41.76596853316166, -87.64551053374473)"
HV529484,8855734,10/22/2012 1:00,057XX N WEST CIRCLE AVE,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,1612,16,41,6,1128092,10,1937738,2012,41.98546598,10/30/2012 0:40,-87.80425931,"(41.985465983245604, -87.80425931459652)"
HV529599,8855935,10/22/2012 1:00,017XX N MOBILE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2513,25,29,6,1134150,25,1911152,2012,41.91240634,10/25/2012 0:41,-87.7826063,"(41.91240633877432, -87.78260629839801)"
HV528981,8855107,10/22/2012 0:55,022XX E 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,434,4,10,18,1193087,51,1837088,2012,41.70792816,10/24/2012 0:39,-87.56851142,"(41.70792815612871, -87.56851141778795)"
HV528992,8855137,10/22/2012 0:50,054XX S KEDZIE AVE,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,822,8,14,08B,1155924,63,1868607,2012,41.79524657,10/24/2012 0:39,-87.70375978,"(41.795246568695724, -87.70375977995468)"
HV528982,8855118,10/22/2012 0:45,037XX N BROADWAY,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,1925,19,46,6,1170532,6,1924818,2012,41.94918764,10/24/2012 0:39,-87.64854751,"(41.94918763503302, -87.64854751273128)"
HV528973,8855151,10/22/2012 0:30,003XX E 120TH PL,041A,BATTERY,AGGRAVATED: HANDGUN,APARTMENT,FALSE,FALSE,532,5,9,04B,1180151,53,1825076,2012,41.67527106,10/26/2012 0:39,-87.61624931,"(41.675271061449166, -87.61624931455685)"
HV528959,8855210,10/22/2012 0:25,029XX N MASON AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2514,25,30,6,1136243,19,1919264,2012,41.93462946,10/24/2012 0:39,-87.77472291,"(41.93462945871938, -87.77472290708603)"
HV528958,8855121,10/22/2012 0:04,026XX W 71ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,831,8,18,08B,1159758,66,1857422,2012,41.76447545,10/24/2012 0:39,-87.69000719,"(41.764475445673824, -87.69000719447779)"
HV528985,8855143,10/22/2012 0:03,001XX E 96TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,511,5,6,15,1178994,49,1841315,2012,41.7198595,10/24/2012 0:39,-87.61999185,"(41.719859500856884, -87.61999185131373)"
HV529204,8857474,10/22/2012 0:01,016XX N MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1433,14,1,14,1165059,24,1910783,2012,41.91079302,10/26/2012 0:39,-87.66906502,"(41.91079302487208, -87.66906501763151)"
HV530714,8857305,10/22/2012 0:01,0000X S WABASH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,HOTEL/MOTEL,FALSE,FALSE,112,1,42,11,1176772,32,1900301,2012,41.88177292,10/26/2012 0:39,-87.62635338,"(41.88177292400761, -87.62635338060574)"
HV529085,8855250,10/22/2012 0:01,094XX S RHODES AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,633,6,9,7,1181607,49,1842351,2012,41.7226426,10/25/2012 0:41,-87.61038937,"(41.722642600755265, -87.61038937380306)"
HV528978,8855142,10/22/2012 0:01,019XX N TRIPP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2534,25,30,08B,1147788,20,1912407,2012,41.91559895,10/26/2012 0:39,-87.73247104,"(41.91559895241288, -87.73247104144579)"
HV529486,8857180,10/22/2012 0:01,061XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,812,8,23,14,1136419,64,1862149,2012,41.77789438,10/25/2012 0:41,-87.77543991,"(41.77789437781693, -87.77543991105634)"
HV529215,8855449,10/22/2012 0:00,043XX W 26TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1013,10,22,6,1147864,30,1886405,2012,41.84424502,10/24/2012 0:39,-87.7328602,"(41.84424501963493, -87.73286020336866)"
HV529588,8855861,10/22/2012 0:00,033XX W LAWRENCE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,1713,17,33,14,1153004,14,1931648,2012,41.96829582,10/25/2012 0:41,-87.71279604,"(41.968295823836094, -87.71279603739906)"
HV529241,8855487,10/22/2012 0:00,012XX W 112TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2234,22,34,14,1169886,75,1830173,2012,41.68948636,10/25/2012 0:41,-87.65367395,"(41.68948636277274, -87.65367395066409)"
HV530762,8856930,10/22/2012 0:00,058XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,2013,20,48,14,1167205,77,1939083,2012,41.98840357,10/25/2012 0:41,-87.6603651,"(41.98840356685176, -87.66036510190723)"
HV529089,8855273,10/22/2012 0:00,018XX N MONITOR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2531,25,29,14,1137093,25,1911808,2012,41.91415412,10/25/2012 0:41,-87.77177854,"(41.914154115779574, -87.77177854315562)"
HV535794,8862311,10/22/2012 0:00,005XX W MADISON ST,810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,121,1,42,6,1172687,28,1900336,2012,41.88196033,10/29/2012 0:37,-87.64135223,"(41.88196033003161, -87.64135222806242)"
HV529265,8856908,10/22/2012 0:00,010XX N HERMITAGE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1322,13,1,6,1164581,24,1906915,2012,41.90018911,10/25/2012 0:41,-87.67093074,"(41.90018910757163, -87.67093074016414)"
HV530019,8856320,10/22/2012 0:00,020XX W 50TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,931,9,16,6,1163657,61,1871467,2012,41.80293585,10/26/2012 0:39,-87.67532232,"(41.80293585277897, -87.67532232334811)"
HV528984,8855149,10/22/2012 0:00,023XX N CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1431,14,1,14,1157354,22,1915452,2012,41.92376538,10/24/2012 0:39,-87.69724323,"(41.92376538368447, -87.69724322728123)"
HV529136,8855351,10/22/2012 0:00,017XX N CICERO AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,37,6,1144100,25,1910903,2012,41.91154192,10/24/2012 0:39,-87.74605843,"(41.91154192062356, -87.7460584276392)"
HV529415,8855669,10/22/2012 0:00,025XX W 31ST BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1034,10,12,7,1159651,30,1884310,2012,41.83826182,10/25/2012 0:41,-87.68966137,"(41.838261815197164, -87.68966137459743)"
HV529174,8855473,10/22/2012 0:00,035XX W ARTHINGTON ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1133,11,24,5,1152839,27,1895850,2012,41.8700663,10/29/2012 0:37,-87.71435279,"(41.87006629743418, -87.71435279185134)"
HV528962,8855102,10/21/2012 23:55,007XX N HAMLIN AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,SIDEWALK,TRUE,FALSE,1112,11,27,18,1150958,23,1904835,2012,41.89475912,10/24/2012 0:39,-87.72102321,"(41.89475911793306, -87.72102321137908)"
HV528956,8855138,10/21/2012 23:55,021XX N KIMBALL AVE,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,1413,14,26,08B,1153315,22,1914149,2012,41.9202711,10/24/2012 0:39,-87.71211882,"(41.920271098339335, -87.71211881765988)"
HV528979,8855126,10/21/2012 23:55,012XX W MADISON ST,927,MOTOR VEHICLE THEFT,ATTEMPT: CYCLE  SCOOTER  BIKE W-VIN,STREET,TRUE,FALSE,1212,12,27,7,1167905,28,1900121,2012,41.88147482,10/24/2012 0:39,-87.65891777,"(41.8814748181153, -87.65891777297017)"
HV528974,8855153,10/21/2012 23:55,115XX S CARPENTER ST,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,524,5,34,08A,1171347,53,1828483,2012,41.68481697,10/24/2012 0:39,-87.64837443,"(41.68481697247729, -87.64837442830392)"
HV528990,8855125,10/21/2012 23:50,042XX S CAMPBELL AVE,4510,OTHER OFFENSE,PROBATION VIOLATION,OTHER,TRUE,FALSE,921,9,12,26,1160359,58,1876362,2012,41.81643699,10/24/2012 0:39,-87.68728269,"(41.8164369904927, -87.68728269480258)"
HV533690,8859938,10/21/2012 23:45,015XX N WELLS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1821,18,27,11,1174387,8,1910422,2012,41.90959908,10/28/2012 0:39,-87.63480838,"(41.90959907540101, -87.63480838016329)"
HV528946,8855128,10/21/2012 23:43,098XX S CALHOUN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,431,4,7,26,1194726,51,1839884,2012,41.71556055,10/24/2012 0:39,-87.56241777,"(41.715560549593945, -87.56241777213774)"
HV529729,8856039,10/21/2012 23:30,008XX W 32ND ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,913,9,11,6,1171108,60,1883774,2012,41.83654769,10/25/2012 0:41,-87.64763595,"(41.83654768824856, -87.64763594848827)"
HV528944,8855089,10/21/2012 23:30,060XX W GRAND AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2512,25,37,08A,1135909,19,1914206,2012,41.9207557,10/25/2012 0:41,-87.77607119,"(41.92075570085575, -87.77607118862333)"
HV528934,8855063,10/21/2012 23:30,070XX N CLARK ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,TRUE,FALSE,2424,24,49,16,1163403,1,1946594,2012,42.00909508,10/24/2012 0:39,-87.67413651,"(42.0090950812973, -87.67413651274587)"
HV528926,8855139,10/21/2012 23:26,001XX E 68TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,322,3,20,3,1178562,69,1859926,2012,41.77094009,10/26/2012 0:39,-87.62100984,"(41.770940093635446, -87.62100984197662)"
HV530555,8856673,10/21/2012 23:15,011XX S MICHIGAN AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,123,1,2,6,1177375,32,1895725,2012,41.86920246,10/25/2012 0:41,-87.62427802,"(41.86920246474903, -87.6242780153747)"
HV528913,8855082,10/21/2012 23:13,014XX N ASHLAND AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1433,14,1,6,1165415,24,1909958,2012,41.9085216,10/24/2012 0:39,-87.66778072,"(41.90852159725908, -87.66778072267356)"
HV528949,8855127,10/21/2012 23:09,007XX N WELLS ST,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,1831,18,42,18,1174568,8,1905079,2012,41.89493357,10/24/2012 0:39,-87.63430341,"(41.89493356682262, -87.63430340815067)"
HV528920,8855061,10/21/2012 23:05,017XX W 18TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,1223,12,25,18,1164933,31,1891487,2012,41.85784595,10/24/2012 0:39,-87.67007576,"(41.8578459453568, -87.67007576414231)"
HV528930,8855070,10/21/2012 23:04,009XX W NEWPORT AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1924,19,44,08B,1169158,6,1923125,2012,41.94457199,10/24/2012 0:39,-87.65364744,"(41.94457198770368, -87.65364743870151)"
HV529329,8855699,10/21/2012 23:00,040XX W MADISON ST,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1115,11,28,6,1149219,26,1899740,2012,41.88081176,10/25/2012 0:41,-87.72754223,"(41.88081176361871, -87.7275422288854)"
HV530752,8857316,10/21/2012 23:00,082XX S LAFAYETTE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,622,6,21,26,1177335,44,1850344,2012,41.74467379,10/28/2012 0:39,-87.62579642,"(41.74467378532074, -87.6257964164813)"
HV529041,8855207,10/21/2012 23:00,013XX N CLEVELAND AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1821,18,27,6,1172782,8,1909364,2012,41.90673158,10/24/2012 0:39,-87.64073579,"(41.90673158471361, -87.64073579085812)"
HV530613,8856790,10/21/2012 23:00,002XX S KILPATRICK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1113,11,28,08B,1145135,25,1898465,2012,41.87739114,10/30/2012 0:40,-87.74257074,"(41.87739113745269, -87.7425707409439)"
HV528911,8855134,10/21/2012 22:55,003XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1125,11,2,14,1159840,28,1898182,2012,41.87632412,10/25/2012 0:41,-87.6885856,"(41.87632412007456, -87.6885855995181)"
HV528952,8855136,10/21/2012 22:51,012XX S LAWNDALE AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,1011,10,24,26,1151945,29,1894088,2012,41.86524881,10/24/2012 0:39,-87.71768135,"(41.865248813253885, -87.7176813545349)"
HV528901,8855140,10/21/2012 22:50,074XX S SOUTH SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,334,3,7,14,1195950,43,1856447,2012,41.76098062,10/24/2012 0:39,-87.55738806,"(41.76098061518288, -87.55738805514679)"
HV528927,8855095,10/21/2012 22:47,043XX W 15TH ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,TRUE,FALSE,1011,10,24,24,1147705,29,1892395,2012,41.8606854,10/24/2012 0:39,-87.7332901,"(41.86068539739856, -87.73329010230016)"
HV528909,8855052,10/21/2012 22:45,082XX S RHODES AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,TRUE,FALSE,631,6,6,18,1181386,44,1850244,2012,41.74430701,10/24/2012 0:39,-87.61095621,"(41.74430701127425, -87.61095621206522)"
HV528900,8855088,10/21/2012 22:40,038XX S PARNELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,915,9,11,26,1173214,60,1879681,2012,41.82526974,10/24/2012 0:39,-87.64002949,"(41.82526974212559, -87.64002948653763)"
HV528899,8855047,10/21/2012 22:40,016XX S CENTRAL PARK AVE,2027,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,TRUE,FALSE,1021,10,24,18,1152682,29,1891523,2012,41.85819562,10/24/2012 0:39,-87.7150436,"(41.85819562413816, -87.71504359977092)"
HV528903,8855029,10/21/2012 22:40,024XX N NEWCASTLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2512,25,36,14,1130385,18,1915434,2012,41.9242222,10/24/2012 0:39,-87.79633967,"(41.92422219536375, -87.79633967264161)"
HV528906,8855103,10/21/2012 22:40,069XX S INDIANA AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,322,3,6,26,1178835,69,1858950,2012,41.76825564,10/24/2012 0:39,-87.6200388,"(41.76825563748876, -87.62003880348662)"
HV528916,8855123,10/21/2012 22:38,003XX W HILL ST,810,THEFT,OVER $500,CONSTRUCTION SITE,TRUE,FALSE,1823,18,27,6,1174009,8,1907638,2012,41.90196808,10/26/2012 0:39,-87.63628008,"(41.901968079038205, -87.63628008299186)"
HV528919,8855076,10/21/2012 22:35,053XX S ABERDEEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,TRUE,FALSE,934,9,16,18,1169849,61,1869391,2012,41.79710676,10/24/2012 0:39,-87.65267374,"(41.797106755753035, -87.65267373541552)"
HV528937,8855166,10/21/2012 22:35,042XX W GLADYS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1132,11,28,14,1147938,26,1898051,2012,41.87620167,10/24/2012 0:39,-87.73228944,"(41.876201669229374, -87.73228943601129)"
HV528897,8855073,10/21/2012 22:30,001XX W CERMAK RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,FALSE,FALSE,914,9,25,11,1175607,34,1889797,2012,41.85297552,10/24/2012 0:39,-87.63094677,"(41.85297551874659, -87.6309467719794)"
HV528885,8855060,10/21/2012 22:30,001XX E 51ST ST,460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,TRUE,FALSE,224,2,3,08B,1178351,38,1871290,2012,41.80212882,10/24/2012 0:39,-87.62143838,"(41.80212882223174, -87.62143837905133)"
HV529144,8855366,10/21/2012 22:30,075XX S CLYDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,414,4,8,14,1191556,43,1855293,2012,41.75792158,10/24/2012 0:39,-87.57352939,"(41.757921579201906, -87.57352938641577)"
HV528923,8855215,10/21/2012 22:30,052XX W LAKE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1523,15,28,08B,1141182,25,1902004,2012,41.88717635,10/28/2012 0:39,-87.756998,"(41.88717634527072, -87.75699799882129)"
HV528887,8855039,10/21/2012 22:25,066XX N DAMEN AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,TRUE,TRUE,2412,24,50,04A,1161709,2,1944198,2012,42.00255602,10/25/2012 0:41,-87.68043645,"(42.00255601664853, -87.68043645260784)"
HV528955,8855100,10/21/2012 22:24,049XX W HUBBARD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1532,15,28,18,1143352,25,1902518,2012,41.88854655,10/24/2012 0:39,-87.74901618,"(41.88854655248322, -87.74901618244468)"
HV528874,8855042,10/21/2012 22:23,084XX S MARQUETTE AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,TRUE,FALSE,423,4,7,18,1195585,46,1849730,2012,41.74255768,10/24/2012 0:39,-87.55894735,"(41.74255768284165, -87.55894734902225)"
HV528880,8855033,10/21/2012 22:21,028XX W 53RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,923,9,14,08B,1158575,63,1869348,2012,41.79722628,10/26/2012 0:39,-87.69401824,"(41.79722628450543, -87.69401823872285)"
HV528904,8855074,10/21/2012 22:20,118XX S HARVARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,522,5,34,18,1176122,53,1826444,2012,41.67911613,10/24/2012 0:39,-87.63095534,"(41.67911613186404, -87.63095533602002)"
HV528947,8855167,10/21/2012 22:20,003XX E GARFIELD BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,FALSE,FALSE,231,2,3,14,1179717,40,1868670,2012,41.79490815,10/24/2012 0:39,-87.61650887,"(41.79490815204725, -87.616508869868)"
HV528893,8855130,10/21/2012 22:15,0000X W 69TH ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,CTA BUS STOP,TRUE,FALSE,731,7,6,08B,1177295,69,1859236,2012,41.76907536,10/24/2012 0:39,-87.62567497,"(41.769075360482866, -87.62567497354496)"
HV528875,8855002,10/21/2012 22:15,002XX W ADAMS ST,1330,CRIMINAL TRESPASS,TO LAND,ATM (AUTOMATIC TELLER MACHINE),TRUE,FALSE,122,1,2,26,1174574,32,1899450,2012,41.87948713,10/24/2012 0:39,-87.63444975,"(41.879487131306476, -87.63444974766736)"
HV528942,8855266,10/21/2012 22:15,088XX S THROOP ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2222,22,21,3,1169255,71,1845892,2012,41.73263537,10/26/2012 0:39,-87.65553105,"(41.73263536709053, -87.65553104889672)"
HV528871,8855005,10/21/2012 22:10,010XX W 54TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,TRUE,FALSE,934,9,16,24,1170420,61,1868969,2012,41.79593632,10/24/2012 0:39,-87.6505921,"(41.795936315089854, -87.65059210302407)"
HV529485,8855811,10/21/2012 22:10,040XX W MELROSE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1731,17,31,14,1148997,16,1921346,2012,41.94010504,10/25/2012 0:41,-87.72779731,"(41.940105038817514, -87.72779730833878)"
HV528869,8855038,10/21/2012 22:06,001XX N KEYSTONE AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,1114,11,28,08A,1149279,26,1900472,2012,41.88281929,10/24/2012 0:39,-87.72730293,"(41.88281929061552, -87.72730293109865)"
HV528856,8855004,10/21/2012 22:04,055XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,713,7,16,18,1167243,67,1867957,2012,41.79322792,10/24/2012 0:39,-87.66227131,"(41.79322791724723, -87.66227130674633)"
HV528905,8855090,10/21/2012 22:00,011XX N STATE ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1824,18,42,6,1176038,8,1908144,2012,41.90331108,10/24/2012 0:39,-87.62881211,"(41.90331108499366, -87.62881211132803)"
HV529222,8855537,10/21/2012 22:00,040XX N BROADWAY,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1915,19,46,6,1169754,3,1927312,2012,41.95604828,10/25/2012 0:41,-87.65133435,"(41.95604828297123, -87.65133434655952)"
HV529958,8856113,10/21/2012 22:00,022XX S TRUMBULL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1024,10,22,7,1153675,30,1888917,2012,41.85102478,10/27/2012 0:38,-87.71146792,"(41.85102477740927, -87.71146792310148)"
HV529267,8855671,10/21/2012 22:00,014XX W MONROE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,12,2,6,1166886,28,1899702,2012,41.88034696,10/24/2012 0:39,-87.66267151,"(41.880346962737725, -87.66267150685198)"
HV529580,8855862,10/21/2012 22:00,009XX W GRACE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1923,19,44,6,1169095,6,1925555,2012,41.95124138,10/25/2012 0:41,-87.65380819,"(41.95124137534995, -87.65380818708921)"
HV528866,8855018,10/21/2012 22:00,061XX S CARPENTER ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,712,7,16,18,1170411,68,1863872,2012,41.78194976,10/24/2012 0:39,-87.65077349,"(41.78194976032093, -87.6507734940887)"
HV530201,8856328,10/21/2012 22:00,046XX W VAN BUREN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1131,11,24,14,1145276,25,1897655,2012,41.87516573,10/25/2012 0:41,-87.74207351,"(41.87516573487222, -87.74207350973442)"
HV530136,8856253,10/21/2012 22:00,027XX W HARRISON ST,870,THEFT,POCKET-PICKING,OTHER,FALSE,FALSE,1135,11,2,6,1158267,27,1897213,2012,41.87369737,10/25/2012 0:41,-87.69438762,"(41.87369736966366, -87.69438762461647)"
HV530145,8856252,10/21/2012 22:00,027XX W HARRISON ST,870,THEFT,POCKET-PICKING,OTHER,FALSE,FALSE,1135,11,2,6,1158267,27,1897213,2012,41.87369737,10/25/2012 0:41,-87.69438762,"(41.87369736966366, -87.69438762461647)"
HV535119,8861442,10/21/2012 22:00,012XX W WRIGHTWOOD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1932,19,32,6,1167565,7,1917363,2012,41.92879529,10/28/2012 0:39,-87.65966903,"(41.928795292782354, -87.65966902831514)"
HV532629,8859079,10/21/2012 22:00,046XX S MARSHFIELD AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,924,9,3,6,1166159,61,1874034,2012,41.80992707,10/30/2012 0:40,-87.66607324,"(41.80992706743082, -87.66607324422868)"
HV528892,8855131,10/21/2012 22:00,033XX E 91ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,424,4,10,08B,1200196,46,1845304,2012,41.73029731,10/29/2012 0:37,-87.54220206,"(41.73029731171377, -87.54220206143533)"
HV529261,8855656,10/21/2012 22:00,035XX W WABANSIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1422,14,26,14,1152254,23,1911021,2012,41.91170861,10/24/2012 0:39,-87.71609986,"(41.91170861221972, -87.71609986352183)"
HV528854,8854987,10/21/2012 21:55,079XX S LAFAYETTE AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,623,6,17,26,1177270,44,1852598,2012,41.7508605,10/24/2012 0:39,-87.62596669,"(41.750860497538774, -87.62596668762284)"
HV528833,8855144,10/21/2012 21:50,060XX W FULLERTON AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2512,25,29,08B,1135614,19,1915355,2012,41.92391395,10/28/2012 0:39,-87.77712772,"(41.92391394543351, -87.77712771696655)"
HV528846,8855062,10/21/2012 21:50,064XX W FULLERTON AVE,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2512,25,36,08B,1133201,19,1915292,2012,41.92378367,10/28/2012 0:39,-87.78599567,"(41.92378367287156, -87.78599566568055)"
HV528865,8855003,10/21/2012 21:45,011XX N WOLCOTT AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1322,13,1,6,1163483,24,1907682,2012,41.90231701,10/24/2012 0:39,-87.6749421,"(41.902317005706685, -87.674942100337)"
HV528839,8855071,10/21/2012 21:45,056XX S BISHOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,713,7,16,18,1167673,67,1867120,2012,41.79092187,10/24/2012 0:39,-87.66071855,"(41.79092186844871, -87.66071855145375)"
HV528819,8854982,10/21/2012 21:40,031XX W MAYPOLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1331,13,27,18,1155142,27,1900742,2012,41.88344457,10/24/2012 0:39,-87.70576641,"(41.88344456556118, -87.70576640986185)"
HV528816,8854974,10/21/2012 21:40,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1913,19,46,11,1167945,3,1930663,2012,41.96528286,10/24/2012 0:39,-87.65788752,"(41.96528286033263, -87.65788751796275)"
HV528849,8855037,10/21/2012 21:40,036XX N CENTRAL AVE,860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,1633,16,38,6,1138418,15,1923544,2012,41.94633505,10/24/2012 0:39,-87.76662566,"(41.94633505032403, -87.7666256551669)"
